"","wikidataId","fullName","type","inceptionDate","altNames","terminationDate","affiliations","countries","competitions","tier","homeVenueNames","homeVenueCapacities","locations","AllRugbyIDs","GoogleKnowlIDs","articleEn","articleFr","articleIt","articleEs","articleJa","dbpediaId"
"699","Q3507248","RC Tatra Smíchov","rugby union team","1958-01-01","Tatra Smíchov; Rugby Club Tatra Smíchov",NA,NA,"Czechia",NA,NA,NA,NA,NA,NA,NA,"RC_Tatra_Sm%C3%ADchov",NA,"RC_Tatra_Sm%C3%ADchov","Tatra_Sm%C3%ADchov",NA,"http://dbpedia.org/resource/RC_Tatra_Smíchov"
"700","Q3512374","TSV Handschuhsheim","rugby union club","1949-01-01","Turn- und Sportverein Handschuhsheim 1886 e. V.",NA,NA,"Germany","Rugby-Bundesliga",NA,NA,NA,NA,NA,NA,"TSV_Handschuhsheim","TSV_Handschuhsheim",NA,NA,NA,"http://dbpedia.org/resource/TSV_Handschuhsheim"
"701","Q3512623","TV Pforzheim","rugby union team","1834-01-01","Turnverein 1834 Pforzheim e.V.",NA,NA,NA,"Rugby-Bundesliga",NA,NA,NA,NA,NA,NA,"TV_Pforzheim","TV_Pforzheim",NA,NA,NA,"http://dbpedia.org/resource/TV_Pforzheim"
"704","Q3532391","Toronto Welsh RFC","rugby union club","1961-01-01",NA,NA,NA,"Canada",NA,NA,NA,NA,NA,NA,NA,NA,"Toronto_Welsh_Rugby_Football_Club",NA,NA,NA,NA
"705","Q3532393","Toronto Rebellion","rugby union team","1972-01-01","Toronto Xtreme; Renegades (1999–2002); Xtreme (2003–2007); Toronto Xtreme Rugby Football Club",NA,NA,"Canada",NA,NA,NA,NA,NA,NA,NA,"Toronto_Xtreme","Toronto_Rebellion",NA,NA,NA,"http://dbpedia.org/resource/Toronto_Xtreme"
"708","Q3534154","Tournefeuille rugby XV","rugby union team","1977-01-01",NA,NA,NA,"France",NA,NA,NA,NA,"Tournefeuille",NA,"120htjpj",NA,"Association_sportive_Tournefeuille_rugby",NA,NA,NA,NA
"710","Q3547458","USV Potsdam Rugby","rugby union team","1988-01-01","Universitätssportverein Potsdam e.V.",NA,NA,"Germany","Rugby-Bundesliga; 2. Rugby-Bundesliga",NA,NA,NA,NA,NA,NA,"USV_Potsdam_Rugby","USV_Potsdam_Rugby",NA,NA,NA,"http://dbpedia.org/resource/USV_Potsdam_Rugby"
"722","Q3550510","US Quillan","rugby union team","1902-01-01",NA,"2014-01-01",NA,"France",NA,NA,NA,NA,"Quillan",NA,NA,"US_Quillan","Union_sportive_Quillan_Haute_vall%C3%A9e",NA,NA,NA,NA
"724","Q3550519","Union sportive beaurepairoise","rugby union team","1908-09-17",NA,NA,NA,"France",NA,NA,NA,NA,"Beaurepaire",NA,"122mq_ck",NA,"Union_sportive_beaurepairoise",NA,NA,NA,NA
"725","Q3550520","Union sportive carmausine","rugby union team","1906-01-01",NA,NA,NA,"France",NA,NA,NA,NA,"Carmaux",NA,"12340vt9",NA,"Union_sportive_carmausine",NA,NA,NA,NA
"731","Q3550598","Union sportive thuirinoise","rugby union team","1911-01-01",NA,NA,NA,"France",NA,NA,NA,NA,"Thuir",NA,"121m85c3",NA,"Union_sportive_thuirinoise",NA,NA,NA,NA
"735","Q3564635","RC Slavia Prague","rugby union team","1927-04-13","Hvězdy (Stars) - A-team; Nosorožci (Rhinos) - B-team; Rugby Club Slavia Prague; Rugby Club Slavia Praha",NA,NA,"Czechia",NA,NA,NA,NA,"Prague",NA,NA,"RC_Slavia_Prague",NA,"Ragbyov%C3%BD_klub_Slavia_Praha",NA,NA,"http://dbpedia.org/resource/RC_Slavia_Prague"
"736","Q3565240","Wakefield RFC","rugby union team","1901-01-01","Wakefield; Wakefield Rugby Football Club",NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,NA,"Wakefield_RFC","Wakefield_Rugby_Football_Club",NA,NA,NA,"http://dbpedia.org/resource/Wakefield_RFC"
"737","Q3565244","Wakefield Trinity","rugby union team","1873-01-01",NA,NA,NA,"United Kingdom",NA,NA,"Belle Vue",NA,NA,NA,NA,"Wakefield_Trinity","Wakefield_Trinity_Rugby_League_Football_Club",NA,"Wakefield_Trinity","%E3%82%A6%E3%82%A7%E3%82%A4%E3%82%AF%E3%83%95%E3%82%A3%E3%83%BC%E3%83%AB%E3%83%89%E3%83%BB%E3%83%88%E3%83%AA%E3%83%8B%E3%83%86%E3%82%A3",NA
"740","Q3566519","Washington Rugby Football Club","rugby union team","1963-01-01","Washington RFC",NA,NA,"U.S.A.",NA,NA,NA,NA,NA,NA,NA,"Washington_Rugby_Football_Club","Washington_Rugby_Football_Club",NA,NA,NA,"http://dbpedia.org/resource/Washington_Rugby_Football_Club"
"751","Q3589800","Indonesia national rugby union team","national rugby union team",NA,NA,NA,NA,"Indonesia",NA,NA,NA,NA,NA,NA,NA,"Indonesia_national_rugby_union_team","%C3%89quipe_d%27Indon%C3%A9sie_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_dell%27Indonesia",NA,NA,NA
"752","Q3589807","Iran national rugby union team","national rugby union team",NA,NA,NA,NA,"Iran",NA,NA,NA,NA,NA,NA,NA,"Iran_national_rugby_union_team","%C3%89quipe_d%27Iran_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_dell%27Iran",NA,NA,"http://dbpedia.org/resource/Iran_national_rugby_union_team"
"753","Q3589850","Uganda national rugby union team","national rugby union team","1958-05-24",NA,NA,NA,"Uganda",NA,NA,NA,NA,NA,NA,NA,"Uganda_national_rugby_union_team","%C3%89quipe_d%27Ouganda_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_dell%27Uganda","Selecci%C3%B3n_de_rugby_de_Uganda",NA,"http://dbpedia.org/resource/Uganda_national_rugby_union_team"
"754","Q3589923","Brunei national rugby union team","national rugby union team",NA,NA,NA,NA,"Brunei",NA,NA,NA,NA,NA,NA,NA,"Brunei_national_rugby_union_team","%C3%89quipe_de_Brunei_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_del_Brunei",NA,NA,"http://dbpedia.org/resource/Brunei_national_rugby_union_team"
"755","Q3590204","France national rugby union team at the 2011 World Cup","national rugby union team",NA,NA,NA,NA,"France",NA,NA,NA,NA,NA,NA,"11h1stppq",NA,"%C3%89quipe_de_France_de_rugby_%C3%A0_XV_%C3%A0_la_Coupe_du_monde_2011",NA,"Francia_en_la_Copa_Mundial_de_Rugby_de_2011",NA,NA
"756","Q3590233","Guadeloupe national rugby union team","national rugby union team",NA,NA,NA,NA,"France",NA,NA,NA,NA,NA,NA,NA,"Guadeloupe_national_rugby_union_team","%C3%89quipe_de_Guadeloupe_de_rugby_%C3%A0_XV",NA,"Selecci%C3%B3n_de_rugby_de_Guadalupe",NA,"http://dbpedia.org/resource/Guadeloupe_national_rugby_union_team"
"757","Q3590249","Jamaica national rugby union team","national rugby union team",NA,NA,NA,NA,"Jamaica",NA,NA,NA,NA,NA,NA,NA,"Jamaica_national_rugby_union_team","%C3%89quipe_de_Jama%C3%AFque_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_della_Giamaica","Selecci%C3%B3n_de_rugby_de_Jamaica",NA,NA
"758","Q3590255","Réunion national rugby union team","national rugby union team",NA,NA,NA,NA,"France",NA,NA,NA,NA,NA,NA,NA,"R%C3%A9union_national_rugby_union_team","%C3%89quipe_de_La_R%C3%A9union_de_rugby_%C3%A0_XV","Selezione_maschile_di_rugby_a_15_della_Riunione",NA,NA,"http://dbpedia.org/resource/Réunion_national_rugby_union_team"
"759","Q3590264","Martinique national rugby union team","national rugby union team",NA,NA,NA,NA,"France",NA,NA,NA,NA,NA,NA,NA,"Martinique_national_rugby_union_team","%C3%89quipe_de_Martinique_de_rugby_%C3%A0_XV","Selezione_maschile_di_rugby_a_15_della_Martinica","Selecci%C3%B3n_de_rugby_de_Martinica",NA,"http://dbpedia.org/resource/Martinique_national_rugby_union_team"
"760","Q3590267","Mauritania national rugby union team","national rugby union team",NA,NA,NA,NA,"Mauritania",NA,NA,NA,NA,NA,NA,NA,"Mauritania_national_rugby_union_team","%C3%89quipe_de_Mauritanie_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_della_Mauritania",NA,NA,"http://dbpedia.org/resource/Mauritania_national_rugby_union_team"
"761","Q3590279","New Caledonia national rugby union team","national rugby union team",NA,NA,NA,NA,"France",NA,NA,NA,NA,NA,NA,NA,"New_Caledonia_national_rugby_union_team","%C3%89quipe_de_Nouvelle-Cal%C3%A9donie_de_rugby_%C3%A0_XV","Selezione_maschile_di_rugby_a_15_della_Nuova_Caledonia",NA,NA,NA
"762","Q3590299","New Zealand national rugby union team at the 2011 World Cup","national rugby union team",NA,NA,NA,NA,"New Zealand",NA,NA,NA,NA,NA,NA,"11h1t4y8t",NA,"%C3%89quipe_de_Nouvelle-Z%C3%A9lande_de_rugby_%C3%A0_XV_%C3%A0_la_Coupe_du_monde_2011",NA,"Nueva_Zelanda_en_la_Copa_Mundial_de_Rugby_de_2011",NA,NA
"763","Q3590407","Switzerland national under-20 rugby union team","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"121g70fh",NA,"%C3%89quipe_de_Suisse_de_rugby_%C3%A0_XV_des_moins_de_20_ans",NA,NA,NA,NA
"764","Q3590414","Tanzania national rugby union team","national rugby union team",NA,NA,NA,NA,"Tanzania",NA,NA,NA,NA,NA,NA,NA,"Tanzania_national_rugby_union_team","%C3%89quipe_de_Tanzanie_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_della_Tanzania",NA,NA,"http://dbpedia.org/resource/Tanzania_national_rugby_union_team"
"765","Q3590483","Wallis and Futuna national rugby union team","national rugby union team",NA,NA,NA,NA,"France",NA,NA,NA,NA,NA,NA,NA,"Wallis_and_Futuna_national_rugby_union_team","%C3%89quipe_de_Wallis-et-Futuna_de_rugby_%C3%A0_XV","Selezione_maschile_di_rugby_a_15_di_Wallis_e_Futuna",NA,NA,NA
"766","Q3590489","Yugoslavia national rugby union team","national rugby union team","1968-01-01",NA,"1991-01-01",NA,"Yugoslavia",NA,NA,NA,NA,NA,NA,NA,"Yugoslavia_national_rugby_union_team","%C3%89quipe_de_Yougoslavie_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_della_Jugoslavia","Selecci%C3%B3n_de_rugby_de_Yugoslavia",NA,"http://dbpedia.org/resource/Yugoslavia_national_rugby_union_team"
"767","Q3590491","Zambia national rugby union team","national rugby union team",NA,NA,NA,NA,"Zambia",NA,NA,NA,NA,NA,NA,NA,"Zambia_national_rugby_union_team","%C3%89quipe_de_Zambie_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_dello_Zambia","Selecci%C3%B3n_de_rugby_de_Zambia",NA,"http://dbpedia.org/resource/Zambia_national_rugby_union_team"
"768","Q3590499","Dominican Republic national rugby union team","national rugby union team",NA,NA,NA,NA,"Dominican Republic",NA,NA,NA,NA,NA,NA,NA,"Dominican_Republic_national_rugby_union_team","%C3%89quipe_de_la_R%C3%A9publique_dominicaine_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_della_Repubblica_Dominicana","Selecci%C3%B3n_de_rugby_de_la_Rep%C3%BAblica_Dominicana",NA,"http://dbpedia.org/resource/Dominican_Republic_national_rugby_union_team"
"769","Q3590533","Philippines national rugby union team","national rugby union team","2006-01-01",NA,NA,NA,"Philippines",NA,NA,"Rizal Memorial Stadium","30000",NA,NA,NA,"Philippines_national_rugby_union_team","%C3%89quipe_des_Philippines_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_delle_Filippine","Selecci%C3%B3n_de_rugby_de_Filipinas","%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%83%95%E3%82%A3%E3%83%AA%E3%83%94%E3%83%B3%E4%BB%A3%E8%A1%A8",NA
"770","Q3590538","American Samoa national rugby union team","national rugby union team",NA,NA,NA,NA,"American Samoa",NA,NA,NA,NA,NA,NA,NA,"American_Samoa_national_rugby_union_team","%C3%89quipe_des_Samoa_am%C3%A9ricaines_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_delle_Samoa_Americane","Selecci%C3%B3n_de_rugby_de_Samoa_Americana",NA,NA
"771","Q3590553","Tonga national rugby union team at the 2011 World Cup","national rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11h1v91fn",NA,"%C3%89quipe_des_Tonga_de_rugby_%C3%A0_XV_%C3%A0_la_Coupe_du_monde_2011",NA,NA,NA,NA
"772","Q3590576","British Virgin Islands national rugby union team","national rugby union team",NA,NA,NA,NA,"British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,"British_Virgin_Islands_national_rugby_union_team","%C3%89quipe_des_%C3%AEles_Vierges_britanniques_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_delle_Isole_Vergini_Britanniche","Selecci%C3%B3n_de_rugby_de_Islas_V%C3%ADrgenes_Brit%C3%A1nicas",NA,NA
"773","Q3590593","Botswana national rugby union team","national rugby union team",NA,NA,NA,NA,"Botswana",NA,NA,NA,NA,NA,NA,NA,"Botswana_national_rugby_union_team","%C3%89quipe_du_Botswana_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_del_Botswana","Selecci%C3%B3n_de_rugby_de_Botsuana",NA,NA
"774","Q3590606","Burkina Faso national rugby union team","national rugby union team",NA,NA,NA,NA,"Burkina Faso",NA,NA,NA,NA,NA,NA,NA,"Burkina_Faso_national_rugby_union_team","%C3%89quipe_du_Burkina_Faso_de_rugby_%C3%A0_XV",NA,NA,NA,NA
"775","Q3590608","Burundi national rugby union team","national rugby union team",NA,NA,NA,NA,"Burundi",NA,NA,NA,NA,NA,NA,NA,"Burundi_national_rugby_union_team","%C3%89quipe_du_Burundi_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_del_Burundi",NA,NA,"http://dbpedia.org/resource/Burundi_national_rugby_union_team"
"776","Q3590611","Benin national rugby union team","national rugby union team",NA,NA,NA,NA,"Benin",NA,NA,NA,NA,NA,NA,NA,"Benin_national_rugby_union_team","%C3%89quipe_du_B%C3%A9nin_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_del_Benin",NA,NA,"http://dbpedia.org/resource/Benin_national_rugby_union_team"
"777","Q3590612","Cambodia national rugby union team","national rugby union team",NA,NA,NA,NA,"Cambodia",NA,NA,NA,NA,NA,NA,NA,"Cambodia_national_rugby_union_team","%C3%89quipe_du_Cambodge_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_della_Cambogia",NA,NA,"http://dbpedia.org/resource/Cambodia_national_rugby_union_team"
"778","Q3590649","Congo national rugby union team","national rugby union team",NA,NA,NA,NA,"Republic of the Congo",NA,NA,NA,NA,NA,NA,"11x1nqzb4",NA,"%C3%89quipe_du_Congo_de_rugby_%C3%A0_XV",NA,NA,NA,NA
"779","Q3590669","Ghana national rugby union team","national rugby union team","2003-10-05",NA,NA,NA,"Ghana",NA,NA,NA,NA,NA,NA,NA,"Ghana_national_rugby_union_team","%C3%89quipe_du_Ghana_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_del_Ghana","Selecci%C3%B3n_de_rugby_de_Ghana",NA,NA
"780","Q3590676","Guyana national rugby union team","national rugby union team","1979-01-01",NA,NA,NA,"Guyana",NA,NA,NA,NA,NA,NA,NA,"Guyana_national_rugby_union_team","%C3%89quipe_du_Guyana_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_della_Guyana","Selecci%C3%B3n_de_rugby_de_Guyana",NA,NA
"781","Q3590694","Laos national rugby union team","national rugby union team",NA,NA,NA,NA,"Laos",NA,NA,NA,NA,NA,NA,NA,"Laos_national_rugby_union_team","%C3%89quipe_du_Laos_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_del_Laos",NA,NA,"http://dbpedia.org/resource/Laos_national_rugby_union_team"
"782","Q3590698","Lebanon national rugby union team","national rugby union team",NA,"The Cedars; Lebanese National Rugby Team",NA,NA,"Lebanon",NA,NA,NA,NA,NA,NA,NA,"Lebanon_national_rugby_union_team","%C3%89quipe_du_Liban_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_del_Libano",NA,NA,"http://dbpedia.org/resource/Lebanon_national_rugby_union_team"
"783","Q3590712","Mali national rugby union team","national rugby union team",NA,NA,NA,NA,"Mali",NA,NA,NA,NA,NA,NA,NA,"Mali_national_rugby_union_team","%C3%89quipe_du_Mali_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_del_Mali",NA,NA,NA
"784","Q3590736","Niger national rugby union team","national rugby union team",NA,NA,NA,NA,"Niger",NA,NA,NA,NA,NA,NA,NA,"Niger_national_rugby_union_team","%C3%89quipe_du_Niger_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_del_Niger",NA,NA,"http://dbpedia.org/resource/Niger_national_rugby_union_team"
"785","Q3590742","Nigeria national rugby union team","national rugby union team",NA,NA,NA,NA,"Nigeria",NA,NA,NA,NA,NA,NA,NA,"Nigeria_national_rugby_union_team","%C3%89quipe_du_Nigeria_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_della_Nigeria","Selecci%C3%B3n_de_rugby_de_Nigeria",NA,NA
"786","Q3590772","Rwanda national rugby union team","national rugby union team",NA,NA,NA,NA,"Rwanda",NA,NA,NA,NA,NA,NA,NA,"Rwanda_national_rugby_union_team","%C3%89quipe_du_Rwanda_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_del_Ruanda",NA,NA,NA
"787","Q3590786","Senegal national rugby union team","national rugby union team",NA,NA,NA,NA,"Senegal",NA,NA,NA,NA,NA,NA,NA,"Senegal_national_rugby_union_team","%C3%89quipe_du_S%C3%A9n%C3%A9gal_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_del_Senegal","Selecci%C3%B3n_de_rugby_de_Senegal",NA,NA
"788","Q3590791","Chad national rugby union team","national rugby union team",NA,NA,NA,NA,"Chad",NA,NA,NA,NA,NA,NA,NA,"Chad_national_rugby_union_team","%C3%89quipe_du_Tchad_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_del_Ciad",NA,NA,"http://dbpedia.org/resource/Chad_national_rugby_union_team"
"789","Q3590799","Togo national rugby union team","national rugby union team",NA,NA,NA,NA,"Togo",NA,NA,NA,NA,NA,NA,NA,"Togo_national_rugby_union_team","%C3%89quipe_du_Togo_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_del_Togo",NA,NA,"http://dbpedia.org/resource/Togo_national_rugby_union_team"
"790","Q3590839","Wales national rugby union team at the 2011 World Cup","national rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11h1stzht",NA,"%C3%89quipe_du_pays_de_Galles_de_rugby_%C3%A0_XV_%C3%A0_la_Coupe_du_monde_2011",NA,"Gales_en_la_Copa_Mundial_de_Rugby_de_2011",NA,NA
"796","Q3600363","Rugby Monza 1949","rugby union club","1949-01-01",NA,NA,"Italian Rugby Federation","Italy","Serie C",NA,NA,NA,NA,NA,"122_4m1m",NA,NA,"Rugby_Monza_1949",NA,NA,NA
"798","Q3601250","ASD Rugby Rieti","rugby union team","1961-01-01",NA,NA,"Italian Rugby Federation","Italy","Serie C",NA,"Stadio Fulvio Iacoboni","2000",NA,NA,"121kq4bn",NA,NA,"ASD_Arieti_Rugby_Rieti_2014",NA,NA,NA
"799","Q3601251","Rugby Udine","rugby union team","1928-01-01",NA,NA,"Italian Rugby Federation","Italy","Serie A",NA,"Rugby Stadium Otello Gerli","1500","Udine",NA,"11h1t36zj",NA,NA,"Rugby_Udine_Union_FVG",NA,NA,NA
"800","Q3606252","African Leopards","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"African_Leopards","%C3%89quipe_des_L%C3%A9opards_africains_de_rugby_%C3%A0_XV","African_Leopards",NA,NA,NA
"801","Q3613715","Amatori Parma Rugby Club","rugby union team","1971-01-01",NA,NA,"Italian Rugby Federation","Italy","Serie B",NA,"Stadio Sergio Lanfranchi","5000",NA,NA,"120r4vgv",NA,NA,"Amatori_Parma_Rugby_Club",NA,NA,NA
"806","Q3627530","Asti Rugby","rugby union team",NA,NA,NA,"Italian Rugby Federation","Italy",NA,NA,NA,NA,NA,NA,"122whf7s",NA,NA,"Asti_Rugby",NA,NA,NA
"809","Q3644047","South Africa national under-20 rugby union team","rugby union team",NA,"South Africa Under-20",NA,NA,"South Africa",NA,NA,NA,NA,NA,NA,NA,"South_Africa_national_under-20_rugby_union_team","%C3%89quipe_d%27Afrique_du_Sud_de_rugby_%C3%A0_XV_des_moins_de_20_ans",NA,"Selecci%C3%B3n_juvenil_de_rugby_de_Sud%C3%A1frica","U-20%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E5%8D%97%E3%82%A2%E3%83%95%E3%83%AA%E3%82%AB%E5%85%B1%E5%92%8C%E5%9B%BD%E4%BB%A3%E8%A1%A8","http://dbpedia.org/resource/South_Africa_national_under-20_rugby_union_team"
"811","Q3648975","CUS Ferrara Rugby","rugby union club","1969-01-01",NA,NA,"Italian Rugby Federation","Italy","Serie C",NA,NA,NA,NA,NA,"1234zsb7",NA,NA,"CUS_Ferrara_Rugby",NA,NA,NA
"818","Q3650906","Italy A national rugby union team","second national rugby union teams",NA,NA,NA,NA,"Italy",NA,NA,NA,NA,NA,NA,NA,"Italy_A_national_rugby_union_team",NA,"Nazionale_A_di_rugby_a_15_dell%27Italia","Italia_A",NA,"http://dbpedia.org/resource/Italy_A_national_rugby_union_team"
"819","Q3651754","World XV","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"World_XV","XV_mondial","World_XV","World_XV",NA,NA
"820","Q3654982","Canada West","rugby union team","2006-01-01","Canada West (rugby union)",NA,NA,"Canada",NA,NA,NA,NA,NA,NA,NA,"Canada_West_(rugby_union)",NA,"Canada_West",NA,NA,"http://dbpedia.org/resource/Canada_West_(rugby_union)"
"821","Q3665605","Cesena Rugby Club","rugby union team",NA,NA,NA,"Italian Rugby Federation","Italy",NA,NA,NA,NA,NA,NA,"112yggw5b",NA,NA,"Cesena_Rugby_Club",NA,NA,NA
"825","Q3725357","England Counties XV","national rugby union team","2001-01-01",NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,NA,"England_Counties_XV",NA,"England_Counties",NA,NA,"http://dbpedia.org/resource/England_Counties_XV"
"826","Q3771858","Gladiatori Sanniti","defunct rugby union club","2009-01-01",NA,"2012-01-01","Italian Rugby Federation","Italy",NA,NA,"Stadio Alfredo Dell’Oste","4000","Benevento",NA,"120y84n7",NA,NA,"Gladiatori_Sanniti",NA,NA,NA
"827","Q3782341","Kenya Commercial Bank","rugby union club","1993-01-01",NA,NA,NA,"Kenya",NA,NA,"Nairobi City Stadium",NA,"Nairobi",NA,NA,"Kenya_Commercial_Bank_S.C.","Kenya_Commercial_Bank_Sports_Club",NA,"Kenya_Commercial_Bank_S.C.",NA,NA
"828","Q3790180","I Dogi","rugby union team","1973-01-01",NA,NA,NA,"Italy",NA,NA,NA,NA,NA,NA,"120jxn92",NA,NA,"I_Dogi",NA,NA,NA
"829","Q3790328","I Lupi","rugby union club","1977-01-01",NA,NA,NA,"Italy",NA,NA,NA,NA,"Rome",NA,"120zjflr",NA,NA,"I_Lupi_(rugby)",NA,NA,NA
"830","Q3796742","Imola Rugby","rugby union team",NA,NA,NA,"Italian Rugby Federation","Italy",NA,NA,NA,NA,NA,NA,"122_sg26",NA,NA,"Imola_Rugby",NA,NA,NA
"831","Q3808106","Jesolo Rugby","rugby union team",NA,NA,NA,"Italian Rugby Federation","Italy",NA,NA,NA,NA,NA,NA,"120jr4n7",NA,NA,"Jesolo_Rugby",NA,NA,NA
"832","Q3858789","Mirano Rugby 1957","rugby union club","1957-01-01",NA,NA,"Italian Rugby Federation","Italy","Serie C",NA,NA,NA,NA,NA,"121g0zjn",NA,NA,"Rugby_Mirano_1957",NA,NA,NA
"834","Q3873494","Emerging Springboks","second national rugby union teams","1932-01-01","South Africa A national rugby union team",NA,NA,"South Africa",NA,NA,NA,NA,NA,NA,NA,"South_Africa_A_national_rugby_union_team","%C3%89quipe_d%27Afrique_du_Sud_A_de_rugby_%C3%A0_XV","Nazionale_A_di_rugby_a_15_del_Sudafrica","Sud%C3%A1frica_A",NA,"http://dbpedia.org/resource/South_Africa_A_national_rugby_union_team"
"835","Q3873496","Argentina XV","second national rugby union teams",NA,"Argentina XV national rugby union team",NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,"Argentina_XV_national_rugby_union_team","%C3%89quipe_d%27Argentine_XV_de_rugby_%C3%A0_XV","Nazionale_A_di_rugby_a_15_dell%27Argentina","Argentina_XV","%E3%82%A2%E3%83%AB%E3%83%98%E3%83%B3%E3%83%86%E3%82%A3%E3%83%BC%E3%83%8AXV","http://dbpedia.org/resource/Argentina_XV_national_rugby_union_team"
"836","Q3873497","England Saxons","second national rugby union teams",NA,"England A national rugby union team; England A",NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,NA,"England_A_national_rugby_union_team","%C3%89quipe_d%27Angleterre_A_de_rugby_%C3%A0_XV","Nazionale_A_di_rugby_a_15_dell%27Inghilterra","Inglaterra_A",NA,"http://dbpedia.org/resource/England_A_national_rugby_union_team"
"837","Q3873939","Libya national rugby union team","national rugby union team",NA,NA,NA,NA,"Libya",NA,NA,NA,NA,NA,NA,NA,"Libya_national_rugby_union_team","%C3%89quipe_de_Libye_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_della_Libia",NA,NA,"http://dbpedia.org/resource/Libya_national_rugby_union_team"
"838","Q3873941","Republic of the Congo national rugby union team","national rugby union team",NA,NA,NA,NA,"Republic of the Congo",NA,NA,NA,NA,NA,NA,NA,"Republic_of_the_Congo_national_rugby_union_team",NA,"Nazionale_maschile_di_rugby_a_15_della_Repubblica_del_Congo",NA,NA,NA
"839","Q3873943","Panama national rugby union team","national rugby union team",NA,"Diablos Rojos (Red Devils)",NA,NA,"Panama",NA,NA,NA,NA,NA,NA,NA,"Panama_national_rugby_union_team","%C3%89quipe_du_Panama_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_di_Panama","Selecci%C3%B3n_de_rugby_de_Panam%C3%A1",NA,"http://dbpedia.org/resource/Panama_national_rugby_union_team"
"840","Q3875602","New Zealand Cavaliers","rugby union team","1986-01-01",NA,NA,NA,"New Zealand",NA,NA,NA,NA,NA,NA,NA,"New_Zealand_Cavaliers","Cavaliers_de_Nouvelle-Z%C3%A9lande","New_Zealand_Cavaliers","New_Zealand_Cavaliers",NA,NA
"842","Q3886187","Orso RC","defunct rugby union club","2007-01-01",NA,"2009-01-01","Italian Rugby Federation","Italy",NA,NA,NA,NA,"Occhieppo Inferiore",NA,"1226g6cx",NA,NA,"L%27Orso_Rugby_Club",NA,NA,NA
